epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,297.469,1.5833,3.73403,1.81919,0.30439,0.42042,0.28443,0.14102,1.58753,2.5353,1.80482,0.00331588,0.00331588,0.00331588
2,545.944,1.48812,2.48819,1.67842,0.30042,0.36853,0.2675,0.15061,1.88081,2.14724,1.96112,0.00658339,0.00658339,0.00658339
3,795.705,1.53378,2.03105,1.74324,0.21277,0.20891,0.16047,0.07543,2.0705,3.09502,2.26728,0.00978489,0.00978489,0.00978489
4,1045.06,1.59448,1.89126,1.78208,0.44441,0.33041,0.28278,0.13213,1.96597,2.72717,2.13443,0.009703,0.009703,0.009703
5,1291.58,1.52757,1.72024,1.75507,0.45332,0.33143,0.29523,0.15717,1.80753,2.35218,1.97306,0.009604,0.009604,0.009604
6,1538.26,1.49057,1.6141,1.71833,0.50646,0.43811,0.46112,0.23761,1.7459,1.76467,1.94078,0.009505,0.009505,0.009505
7,1784.98,1.46046,1.51676,1.67952,0.58046,0.4882,0.51364,0.26422,1.73567,1.74308,1.96081,0.009406,0.009406,0.009406
8,2029.88,1.43145,1.45518,1.66305,0.65081,0.45035,0.53008,0.28693,1.66939,1.73905,1.91268,0.009307,0.009307,0.009307
9,2276.67,1.39135,1.39557,1.6458,0.58893,0.53603,0.56109,0.33066,1.53994,1.63609,1.78579,0.009208,0.009208,0.009208
10,2524.83,1.38109,1.33,1.60882,0.58333,0.55736,0.60883,0.36653,1.49584,1.48416,1.72944,0.009109,0.009109,0.009109
11,2771.73,1.36165,1.29387,1.5995,0.60974,0.5697,0.61812,0.36632,1.51045,1.44394,1.75662,0.00901,0.00901,0.00901
12,3019.48,1.33704,1.25615,1.58697,0.56629,0.50334,0.55205,0.30454,1.60901,1.63766,1.78253,0.008911,0.008911,0.008911
13,3265.28,1.33641,1.21749,1.56873,0.70732,0.54585,0.6291,0.38492,1.48887,1.3059,1.73161,0.008812,0.008812,0.008812
14,3511.21,1.33241,1.2044,1.56992,0.649,0.5923,0.63006,0.38684,1.43025,1.30143,1.65751,0.008713,0.008713,0.008713
15,3755.89,1.29982,1.1623,1.54271,0.69338,0.61642,0.67523,0.4252,1.39275,1.19036,1.61111,0.008614,0.008614,0.008614
16,4001.94,1.29545,1.14606,1.5443,0.62097,0.59842,0.6363,0.38976,1.42448,1.29206,1.64965,0.008515,0.008515,0.008515
17,4246.81,1.27652,1.13316,1.52145,0.61529,0.61093,0.6645,0.4132,1.39762,1.20994,1.62491,0.008416,0.008416,0.008416
18,4491.3,1.26947,1.11603,1.51895,0.6988,0.59238,0.64406,0.40535,1.40023,1.22768,1.62416,0.008317,0.008317,0.008317
19,4736.32,1.2629,1.08103,1.49255,0.6321,0.62954,0.65346,0.41482,1.35089,1.2202,1.60412,0.008218,0.008218,0.008218
20,4980.49,1.24143,1.06602,1.49667,0.67303,0.53792,0.6012,0.38418,1.44978,1.4134,1.66423,0.008119,0.008119,0.008119
21,5225.39,1.25512,1.06016,1.49203,0.69959,0.61875,0.64109,0.39851,1.47227,1.25733,1.68903,0.00802,0.00802,0.00802
22,5470.37,1.22629,1.03254,1.47684,0.68625,0.63345,0.67741,0.41872,1.39279,1.13524,1.59528,0.007921,0.007921,0.007921
23,5716.66,1.22388,1.01009,1.47068,0.74472,0.62313,0.68601,0.4388,1.32865,1.11006,1.56839,0.007822,0.007822,0.007822
24,5963.4,1.22294,1.01235,1.4677,0.75651,0.58541,0.67353,0.42971,1.40403,1.20914,1.66862,0.007723,0.007723,0.007723
25,6208.33,1.21973,0.98558,1.45818,0.70351,0.66596,0.69828,0.45165,1.28758,1.07093,1.52231,0.007624,0.007624,0.007624
26,6455.24,1.20621,0.98145,1.44441,0.68818,0.66791,0.69642,0.45175,1.31869,1.0623,1.54631,0.007525,0.007525,0.007525
27,6700.33,1.19014,0.94975,1.43919,0.74572,0.65267,0.70233,0.45166,1.34489,1.03996,1.59562,0.007426,0.007426,0.007426
28,6948.19,1.19961,0.95871,1.4493,0.71658,0.66329,0.70923,0.45927,1.32937,1.0824,1.55115,0.007327,0.007327,0.007327
29,7193.9,1.19099,0.95033,1.43495,0.73223,0.65204,0.72178,0.48044,1.27419,1.06486,1.49893,0.007228,0.007228,0.007228
30,7438.55,1.16173,0.92889,1.42542,0.78588,0.66019,0.71258,0.47802,1.242,1.00747,1.49516,0.007129,0.007129,0.007129
31,7684.47,1.15348,0.91226,1.41973,0.74312,0.65005,0.71153,0.48074,1.2705,1.03957,1.49026,0.00703,0.00703,0.00703
32,7928.78,1.16679,0.92119,1.42938,0.75421,0.67518,0.72557,0.48015,1.27054,1.01461,1.48627,0.006931,0.006931,0.006931
33,8174.99,1.16646,0.91503,1.41552,0.75715,0.64081,0.72725,0.48696,1.2602,0.99105,1.48524,0.006832,0.006832,0.006832
34,8421.65,1.15082,0.90143,1.41181,0.72045,0.66364,0.70973,0.47108,1.26301,1.00986,1.49623,0.006733,0.006733,0.006733
35,8667.59,1.13317,0.88101,1.40276,0.71711,0.66375,0.72955,0.48952,1.26688,1.01354,1.48766,0.006634,0.006634,0.006634
36,8913.1,1.14618,0.88236,1.40663,0.74246,0.6426,0.71548,0.48702,1.22961,1.00214,1.47086,0.006535,0.006535,0.006535
37,9159.22,1.12347,0.86988,1.40009,0.75208,0.6539,0.71853,0.4911,1.22533,1.00402,1.45782,0.006436,0.006436,0.006436
38,9406.3,1.14022,0.86697,1.39757,0.7199,0.65558,0.71603,0.49112,1.21816,0.99979,1.45664,0.006337,0.006337,0.006337
39,9652.01,1.13587,0.8563,1.38979,0.74954,0.68161,0.73146,0.49803,1.2206,0.97342,1.45756,0.006238,0.006238,0.006238
40,9897.51,1.11584,0.85032,1.38573,0.74551,0.67233,0.73353,0.49787,1.22228,0.9728,1.47328,0.006139,0.006139,0.006139
41,10144,1.10939,0.84621,1.38652,0.72045,0.69494,0.73983,0.51343,1.18156,0.96855,1.42625,0.00604,0.00604,0.00604
42,10391.1,1.12256,0.84334,1.3778,0.73842,0.69764,0.73284,0.49919,1.1971,0.97417,1.43663,0.005941,0.005941,0.005941
43,10639.3,1.11115,0.83691,1.3788,0.75747,0.65986,0.73333,0.50013,1.20141,0.96371,1.43884,0.005842,0.005842,0.005842
44,10885.6,1.11244,0.82722,1.36441,0.78682,0.64421,0.7385,0.50146,1.19097,0.95495,1.43466,0.005743,0.005743,0.005743
45,11130.9,1.09882,0.80985,1.35604,0.78632,0.6519,0.74277,0.50384,1.21921,0.94384,1.43843,0.005644,0.005644,0.005644
46,11378.2,1.09462,0.80838,1.35645,0.7465,0.66884,0.74053,0.50017,1.20091,0.95662,1.4327,0.005545,0.005545,0.005545
47,11624.4,1.09105,0.80031,1.35586,0.7371,0.67015,0.73199,0.50341,1.17951,0.93862,1.42515,0.005446,0.005446,0.005446
48,11872.5,1.07678,0.78422,1.34547,0.76322,0.66118,0.73539,0.50516,1.17933,0.94621,1.42354,0.005347,0.005347,0.005347
49,12118.5,1.07186,0.78763,1.34869,0.7896,0.62621,0.73312,0.50001,1.1995,0.98046,1.43104,0.005248,0.005248,0.005248
50,12364.4,1.0719,0.78396,1.34688,0.77921,0.66139,0.74038,0.50832,1.18486,0.94905,1.41655,0.005149,0.005149,0.005149
51,12612.1,1.06576,0.77089,1.33362,0.75789,0.65604,0.73276,0.50569,1.17807,0.97012,1.41314,0.00505,0.00505,0.00505
52,12859,1.07572,0.76252,1.33171,0.75943,0.70208,0.74124,0.51053,1.18164,0.9369,1.42283,0.004951,0.004951,0.004951
53,13106.7,1.05883,0.76382,1.32966,0.75617,0.67579,0.74447,0.51226,1.18617,0.92668,1.41861,0.004852,0.004852,0.004852
54,13352.3,1.05968,0.76528,1.32776,0.77219,0.67245,0.74854,0.52121,1.17114,0.92487,1.40372,0.004753,0.004753,0.004753
55,13599.7,1.04551,0.75008,1.32332,0.7705,0.67305,0.75155,0.52278,1.18237,0.94201,1.41507,0.004654,0.004654,0.004654
56,13847.2,1.04869,0.74937,1.32528,0.74675,0.67251,0.74189,0.51392,1.17748,0.94017,1.4159,0.004555,0.004555,0.004555
57,14095.1,1.04963,0.74795,1.31886,0.75201,0.68119,0.7421,0.51441,1.17431,0.94125,1.40534,0.004456,0.004456,0.004456
58,14343,1.02878,0.73168,1.31435,0.76682,0.68074,0.73861,0.50957,1.17136,0.9364,1.40669,0.004357,0.004357,0.004357
59,14591.5,1.03583,0.73816,1.31361,0.75575,0.68948,0.73633,0.50666,1.17472,0.94059,1.41331,0.004258,0.004258,0.004258
60,14841.5,1.03052,0.73023,1.31612,0.78149,0.68126,0.73523,0.50707,1.17352,0.93433,1.41841,0.004159,0.004159,0.004159
61,15083.3,1.02126,0.72109,1.30987,0.75528,0.69619,0.73494,0.50523,1.17526,0.93593,1.41946,0.00406,0.00406,0.00406
62,15325,1.02111,0.72109,1.30104,0.76472,0.67596,0.73027,0.50463,1.17546,0.93078,1.41857,0.003961,0.003961,0.003961
63,15565.4,1.02196,0.71322,1.29971,0.72997,0.70694,0.72907,0.50532,1.17486,0.93638,1.41771,0.003862,0.003862,0.003862
64,15806.1,1.00967,0.70391,1.29579,0.72799,0.70949,0.73203,0.50776,1.17036,0.93827,1.41287,0.003763,0.003763,0.003763
65,16049.1,1.00629,0.70142,1.29048,0.75382,0.7002,0.73497,0.50784,1.1667,0.9295,1.41054,0.003664,0.003664,0.003664
66,16296.3,1.00844,0.70462,1.29516,0.7312,0.70849,0.7338,0.51088,1.16621,0.93078,1.41059,0.003565,0.003565,0.003565
67,16554.1,1.00271,0.69488,1.28677,0.7476,0.68528,0.73281,0.51119,1.16263,0.92983,1.40747,0.003466,0.003466,0.003466
68,16800.7,0.98402,0.68764,1.28301,0.75237,0.68619,0.73159,0.5096,1.16434,0.92943,1.40815,0.003367,0.003367,0.003367
69,17047.7,0.98177,0.68307,1.27317,0.75821,0.69064,0.73613,0.51094,1.16497,0.92018,1.40743,0.003268,0.003268,0.003268
70,17300.9,0.98474,0.67982,1.27036,0.75264,0.70518,0.73668,0.51351,1.16237,0.91697,1.40642,0.003169,0.003169,0.003169
71,17551.7,0.97437,0.68113,1.27415,0.75121,0.69711,0.73926,0.51573,1.16256,0.91634,1.40647,0.00307,0.00307,0.00307
72,17798.6,0.98232,0.66982,1.27346,0.7384,0.70862,0.73963,0.51731,1.15843,0.91835,1.40674,0.002971,0.002971,0.002971
73,18046.1,0.97266,0.66636,1.25875,0.73813,0.71143,0.73818,0.51447,1.15787,0.92133,1.40673,0.002872,0.002872,0.002872
74,18291.9,0.97527,0.6678,1.2614,0.73506,0.70824,0.73384,0.5129,1.15563,0.92149,1.40502,0.002773,0.002773,0.002773
75,18539,0.96631,0.65704,1.26194,0.72861,0.70972,0.73425,0.51235,1.15211,0.92314,1.40411,0.002674,0.002674,0.002674
76,18787.5,0.96037,0.64784,1.24981,0.72906,0.7112,0.73503,0.51233,1.15087,0.92187,1.4037,0.002575,0.002575,0.002575
77,19042,0.96808,0.65666,1.26306,0.73924,0.6995,0.73405,0.51252,1.15004,0.92231,1.40347,0.002476,0.002476,0.002476
78,19289.9,0.94573,0.64586,1.24776,0.74934,0.68745,0.73132,0.51107,1.15114,0.92438,1.4037,0.002377,0.002377,0.002377
79,19537.7,0.9497,0.64579,1.2499,0.75857,0.67405,0.73251,0.50997,1.15172,0.92575,1.40488,0.002278,0.002278,0.002278
